2.340302594392205560e+00,1.034599999999999687e-01,2.346011824784632882e+00,1.076999999999999624e-01,0.000000000000000000e+00
1.697686032379988885e-01,9.466200000000071224e-01,1.683591964523142859e-01,9.471999999999983766e-01,0.000000000000000000e+00
9.773770579024966543e-02,9.689600000000094804e-01,1.123401615267743958e-01,9.662999999999992706e-01,0.000000000000000000e+00
8.112918705648032580e-02,9.725000000000106892e-01,1.048002180305030312e-01,9.675999999999986834e-01,0.000000000000000000e+00
7.017179303320923711e-02,9.767800000000094185e-01,1.015825464307158893e-01,9.683999999999991504e-01,0.000000000000000000e+00
5.546805793907390314e-02,9.815000000000078106e-01,1.003356183893278630e-01,9.710999999999988530e-01,0.000000000000000000e+00
4.159040427006664015e-02,9.864200000000059587e-01,8.497498223801903949e-02,9.756999999999991235e-01,0.000000000000000000e+00
4.199230317989730704e-02,9.857800000000064289e-01,1.007944278017286893e-01,9.719999999999991980e-01,0.000000000000000000e+00
3.910170442273289138e-02,9.869600000000054996e-01,9.647760585477360706e-02,9.737999999999985556e-01,0.000000000000000000e+00
3.160879546210902669e-02,9.892000000000052973e-01,9.521242875105925818e-02,9.748999999999986565e-01,0.000000000000000000e+00
2.585365553266930766e-02,9.913200000000046419e-01,9.783932250206639480e-02,9.769999999999986473e-01,0.000000000000000000e+00
2.595553535099974496e-02,9.910000000000044329e-01,9.269263108306172172e-02,9.773999999999994914e-01,0.000000000000000000e+00
3.524634495830124975e-02,9.882800000000058205e-01,1.127565714069251462e-01,9.734999999999989218e-01,0.000000000000000000e+00
1.581779509869312220e-02,9.946600000000030972e-01,9.614448831239133519e-02,9.784999999999989262e-01,0.000000000000000000e+00
1.437457482954485402e-02,9.952600000000026981e-01,9.587240434581581483e-02,9.780999999999993033e-01,0.000000000000000000e+00
1.278533526531265216e-02,9.955800000000026850e-01,1.016144842560273154e-01,9.782999999999991703e-01,0.000000000000000000e+00
1.322967084451156725e-02,9.955000000000022720e-01,1.027718711723991096e-01,9.783999999999989372e-01,0.000000000000000000e+00
1.163615661174556039e-02,9.958000000000024610e-01,9.675460252295317587e-02,9.789999999999986491e-01,0.000000000000000000e+00
1.300385345765466862e-02,9.957200000000024920e-01,1.050648273257735743e-01,9.773999999999990473e-01,0.000000000000000000e+00
1.134477490709553948e-02,9.960000000000023279e-01,1.024406688571175145e-01,9.793999999999986050e-01,0.000000000000000000e+00
1.294644690755395074e-02,9.955400000000024230e-01,1.207904518442066560e-01,9.769999999999988693e-01,0.000000000000000000e+00
6.670948956208316849e-03,9.976800000000014546e-01,1.074976719249646911e-01,9.800999999999991941e-01,0.000000000000000000e+00
5.016616724623220586e-03,9.982200000000008844e-01,1.072404167952336201e-01,9.804999999999989280e-01,0.000000000000000000e+00
1.723615625249501002e-02,9.938000000000033474e-01,1.265883706155103705e-01,9.759999999999990905e-01,0.000000000000000000e+00
1.450586800476953708e-02,9.959200000000022479e-01,1.252093151653672631e-01,9.776999999999991253e-01,0.000000000000000000e+00
3.990806737189550243e-03,9.987200000000006073e-01,1.076429665139570918e-01,9.805999999999989170e-01,0.000000000000000000e+00
4.112778309691007307e-03,9.988800000000007673e-01,1.125865135920898347e-01,9.798999999999993271e-01,0.000000000000000000e+00
2.529028342635856758e-03,9.992000000000005322e-01,1.065959641007613729e-01,9.815999999999989178e-01,0.000000000000000000e+00
6.789597701888622607e-04,9.998800000000001020e-01,1.093392873535344312e-01,9.812999999999990619e-01,0.000000000000000000e+00
4.837670468748228353e-04,9.998800000000001020e-01,1.057133061336939933e-01,9.825999999999989187e-01,0.000000000000000000e+00
2.268427531406001720e-04,9.999799999999999800e-01,1.049263129931985727e-01,9.830999999999987526e-01,0.000000000000000000e+00
1.263784985919607837e-04,1.000000000000000000e+00,1.063025447991311073e-01,9.834999999999993747e-01,0.000000000000000000e+00
1.045409152597279368e-04,1.000000000000000000e+00,1.066726364551914413e-01,9.835999999999991417e-01,0.000000000000000000e+00
9.068915267620907624e-05,1.000000000000000000e+00,1.066339045570849492e-01,9.836999999999995747e-01,0.000000000000000000e+00
8.070202661450095495e-05,1.000000000000000000e+00,1.073141060200429042e-01,9.836999999999990196e-01,0.000000000000000000e+00
7.408462831496578829e-05,1.000000000000000000e+00,1.078246459103332777e-01,9.840999999999989756e-01,0.000000000000000000e+00
6.899023150867487615e-05,1.000000000000000000e+00,1.082707119235311460e-01,9.840999999999986425e-01,0.000000000000000000e+00
6.461409007739931732e-05,1.000000000000000000e+00,1.090401813992022406e-01,9.838999999999987756e-01,0.000000000000000000e+00
6.089110414202007771e-05,1.000000000000000000e+00,1.095523910120241445e-01,9.838999999999989976e-01,0.000000000000000000e+00
5.726975531536310769e-05,1.000000000000000000e+00,1.100946110205312523e-01,9.838999999999991086e-01,0.000000000000000000e+00
5.420126695580488571e-05,1.000000000000000000e+00,1.104996174183244112e-01,9.838999999999991086e-01,0.000000000000000000e+00
5.189000576694060164e-05,1.000000000000000000e+00,1.107669511063488488e-01,9.840999999999988646e-01,0.000000000000000000e+00
4.915637331900923890e-05,1.000000000000000000e+00,1.112448256793547724e-01,9.840999999999993086e-01,0.000000000000000000e+00
4.650202614052547723e-05,1.000000000000000000e+00,1.118761949339654865e-01,9.839999999999990976e-01,0.000000000000000000e+00
4.437233985811318382e-05,1.000000000000000000e+00,1.121701981288481947e-01,9.837999999999986755e-01,0.000000000000000000e+00
4.246430394532786905e-05,1.000000000000000000e+00,1.125408850947687139e-01,9.840999999999994197e-01,0.000000000000000000e+00
4.075954621682147534e-05,1.000000000000000000e+00,1.130041746896559146e-01,9.840999999999996417e-01,0.000000000000000000e+00
3.913730006602250027e-05,1.000000000000000000e+00,1.133411651115544538e-01,9.838999999999988866e-01,0.000000000000000000e+00
3.766356343187547771e-05,1.000000000000000000e+00,1.137094065239977053e-01,9.840999999999989756e-01,0.000000000000000000e+00
3.627273948973121009e-05,1.000000000000000000e+00,1.140598825888462786e-01,9.838999999999994417e-01,0.000000000000000000e+00
3.499715773563778087e-05,1.000000000000000000e+00,1.144066274360655694e-01,9.839999999999992086e-01,0.000000000000000000e+00
3.380586898008778977e-05,1.000000000000000000e+00,1.147052150434503953e-01,9.838999999999987756e-01,0.000000000000000000e+00
3.268649397444825142e-05,1.000000000000000000e+00,1.150116726974960424e-01,9.838999999999993307e-01,0.000000000000000000e+00
3.162007491138449453e-05,1.000000000000000000e+00,1.154002884854384986e-01,9.838999999999989976e-01,0.000000000000000000e+00
3.067160152970466652e-05,1.000000000000000000e+00,1.156846337704582478e-01,9.838999999999991086e-01,0.000000000000000000e+00
2.977798984733524154e-05,1.000000000000000000e+00,1.159583655929383589e-01,9.838999999999991086e-01,0.000000000000000000e+00
2.884384567117176648e-05,1.000000000000000000e+00,1.163275538329344994e-01,9.837999999999993417e-01,0.000000000000000000e+00
2.800438356735384475e-05,1.000000000000000000e+00,1.165852026340187392e-01,9.837999999999992307e-01,0.000000000000000000e+00
2.722000696489462065e-05,1.000000000000000000e+00,1.168702257274924633e-01,9.837999999999982315e-01,0.000000000000000000e+00
2.646347797045105045e-05,1.000000000000000000e+00,1.172230517627021185e-01,9.837999999999990086e-01,0.000000000000000000e+00
2.576463597774810473e-05,1.000000000000000000e+00,1.174909763546649333e-01,9.837999999999990086e-01,0.000000000000000000e+00
2.509103780640239498e-05,1.000000000000000000e+00,1.177129341129062867e-01,9.837999999999992307e-01,0.000000000000000000e+00
2.445347685325778553e-05,1.000000000000000000e+00,1.179879963587967817e-01,9.837999999999992307e-01,0.000000000000000000e+00
2.385765009265011397e-05,1.000000000000000000e+00,1.182480437425820347e-01,9.837999999999990086e-01,0.000000000000000000e+00
2.327280344661577366e-05,1.000000000000000000e+00,1.185129514117446853e-01,9.837999999999992307e-01,0.000000000000000000e+00
2.271809840311198839e-05,1.000000000000000000e+00,1.187458657019160174e-01,9.837999999999995637e-01,0.000000000000000000e+00
2.218454119477613045e-05,1.000000000000000000e+00,1.189875964607865905e-01,9.837999999999990086e-01,0.000000000000000000e+00
2.167863904704073311e-05,1.000000000000000000e+00,1.192094741121762502e-01,9.837999999999987866e-01,0.000000000000000000e+00
2.119347262875163486e-05,1.000000000000000000e+00,1.194141018912200092e-01,9.837999999999991196e-01,0.000000000000000000e+00
2.072570787580071329e-05,1.000000000000000000e+00,1.196636155485640562e-01,9.837999999999992307e-01,0.000000000000000000e+00
2.028628497341281641e-05,1.000000000000000000e+00,1.198886537464291246e-01,9.836999999999984645e-01,0.000000000000000000e+00
1.986381721139187571e-05,1.000000000000000000e+00,1.200433823221553065e-01,9.837999999999986755e-01,0.000000000000000000e+00
1.946149716226571044e-05,1.000000000000000000e+00,1.202493340837766655e-01,9.837999999999991196e-01,0.000000000000000000e+00
1.904762701789001778e-05,1.000000000000000000e+00,1.204832717334087949e-01,9.837999999999990086e-01,0.000000000000000000e+00
1.866397273471119759e-05,1.000000000000000000e+00,1.207309208955815311e-01,9.837999999999990086e-01,0.000000000000000000e+00
